Fuente de Financiación,Situación de Fondos,Recursos´Presupuestales,Codigo Sector,Nombre Sector,Codigo Entidad,Nombre Entidad,Código Nivel Uno Rubro,Nombre Nivel Uno Rubro,Código Nivel Dos Rubro,Nombre Niel Dos Rubro,Código Nivel Tres Rubro,Nombre Nivel Tres Rubro,Código Cuarto Nivel Rubro,Nombre Cuarto Nivel Rubro,Código Quinto Nivel Rubro,Nombre Quinto Nivel Rubro,Apropiación Vigente,Compromisos,Obligaciones,Pagos
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,04,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,006,TRANSFERENCIAS DE EXCEDENTES FINANCIEROS A LA NACIÓN (ART. 16 EOP),264443437319,264443437319,264443437319,264443437319
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,001,MESADAS PENSIONALES (DE PENSIONES),300000000,29765385,29765385,29765385
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),2592685358,145657644,145657644,145499737
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,10,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,10000000000,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,05,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,CD,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,CD,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,CD,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,42219424689,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",01,IMPUESTOS,CD,IMPUESTOS,CD,IMPUESTOS,198128520,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",04,CONTRIBUCIONES,01,CUOTA DE FISCALIZACIÓN Y AUDITAJE,CD,CUOTA DE FISCALIZACIÓN Y AUDITAJE,5122960488,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",04,CONTRIBUCIONES,06,CONTRIBUCIÓN – SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,CD,CONTRIBUCIÓN – SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,10182547,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",05,"MULTAS, SANCIONES E INTERESES DE MORA",CD,"MULTAS, SANCIONES E INTERESES DE MORA",CD,"MULTAS, SANCIONES E INTERESES DE MORA",609360912,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,1,MEJORAMIENTO DE LA INFRAESTRUCTURA DE TRANSPORTE AÉREO DEL AEROPUERTO JORGE E. GONZALEZ TORRES DE  SAN JOSÉ DEL GUAVIARE,51202A,"5. CONVERGENCIA REGIONAL / A. INTERVENCIÓN DE VÍAS REGIONALES (SECUNDARIAS Y TERCIARIAS), TERMINALES FLUVIALES Y AERÓDROMOS",28000000000,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,25,"CONSOLIDACIÓN DEL AEROPUERTO EL DORADO CIUDAD REGIÓN   BOGOTÁ, CUNDINAMARCA",52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,77540882818,48496267874,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,26,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO  INTERNACIONAL ALFONSO BONILLA ARAGÓN DE LA CIUDAD DE  CALI,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,54365356399,479733402,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,27,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO JOSÉ MARÍA CÓRDOVA DE LA CIUDAD DE   RIONEGRO,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,2408218558,606238402,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,28,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO ALMIRANTE PADILLA DE  RIOHACHA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,22084626092,1428188415,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,29,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO  RAFAEL NÚÑEZ DE  CARTAGENA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,3147266657,862026961,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,30,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO INTERNACIONAL SIMÓN BOLÍVAR DE LA CIUDAD DE  SANTA MARTA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,11938124946,1290371692,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,31,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO ANTONIO NARIÑO DE  PASTO,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,26895729315,5056436335,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,32,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO LUIS GERARDO TOVAR DE  BUENAVENTURA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,7213127767,2799593665,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,33,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LOS AEROPUERTOS GUSTAVO ROJAS PINILLA  Y EL EMBRUJO DE  SAN ANDRES Y PROVIDENCIA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,68518700227,7023909582,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,34,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO SAN LUIS DE   IPIALES,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,57834752330,42471792520,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,35,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO CAMILO DAZA DE LA CIUDAD DE   CÚCUTA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,57973285311,33802298102,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,36,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO PALONEGRO DE  BUCARAMANGA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,28757928860,17080627235,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,37,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO ALFREDO VASQUEZ COBO DE LA CIUDAD DE  LETICIA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,33532413126,7684312411,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,38,APOYO A LAS ENTIDADES TERRITORIALES PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA DE TRANSPORTE AÉREO A NIVEL  NACIONAL,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,6500000000,851158129,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,39,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO GUILLERMO LEON VALENCIA DE  POPAYÁN,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,26781583027,5312724837,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,40,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO YARIGUIES DE LA CIUDAD DE   BARRANCABERMEJA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,29475550725,1240898846,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,41,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO ALFONSO LÓPEZ PUMAREJO DE   VALLEDUPAR,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,18777303025,1468381231,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,42,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  VALLE DEL CAUCA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,95678966137,16213244800,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,43,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  META,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,87255760030,24384988520,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,44,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO INTERNACIONAL EL EDÉN DE LA CIUDAD DE  ARMENIA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,34012402137,7389787966,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,45,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO EL ALCARAVAN DE  YOPAL,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,40824446112,5382452454,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,46,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  CUNDINAMARCA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,119442091583,23914374738,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,47,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  NORTE DE SANTANDER,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,63397099602,6704149628,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,48,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  ATLÁNTICO,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,87628231803,7820544078,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,49,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  ANTIOQUIA,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,51567078136,4050544396,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,52,FORMACIÓN DEL RECURSO HUMANO ESPECIALIZADO Y PROFESIONALIZADO EN ÁREAS RELACIONADAS CON LA SEGURIDAD OPERACIONAL Y DE LA AVIACIÓN CIVIL.  NACIONAL,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,54031033011,18855181251,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,55,MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACION AEREA DEL AEROPUERTO GOLFO DE MORROSQUILLO DEL MUNICIPIO DE SANTIAGO DE TOLU,52104E,5. CONVERGENCIA REGIONAL / E. INFRAESTRUCTURA Y SERVICIOS LOGÍSTICOS,28070671110,931092172,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2403,INFRAESTRUCTURA Y SERVICIOS DE TRANSPORTE AÉREO,0600,INTERSUBSECTORIAL TRANSPORTE,57,CONSTRUCCIÓN AEROPUERTO EN LA ALTA GUAJIRA   URIBIA,51102A,"5. CONVERGENCIA REGIONAL / A. INTERVENCIÓN DE VÍAS REGIONALES (SECUNDARIAS Y TERCIARIAS), TERMINALES FLUVIALES Y AERÓDROMOS",22500000000,1227905345,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2409,SEGURIDAD DE TRANSPORTE,0600,INTERSUBSECTORIAL TRANSPORTE,7,INVESTIGACIÓN DE ACCIDENTES E INCIDENTES AÉREOS EN EL TERRITORIO   NACIONAL,20301C,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. FORTALECIMIENTO DE LA SEGURIDAD VIAL PARA LA PROTECCIÓN DE LA VIDA,23152752336,14006151376,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2409,SEGURIDAD DE TRANSPORTE,0600,INTERSUBSECTORIAL TRANSPORTE,8,FORTALECIMIENTO DEL SERVICIO DE AUTORIDAD SOBRE LA AVIACIÓN CIVIL Y LA INDUSTRIA AERONÁUTICA A NIVEL  NACIONAL,20301C,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. FORTALECIMIENTO DE LA SEGURIDAD VIAL PARA LA PROTECCIÓN DE LA VIDA,44050000000,11114236918,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2499,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR TRANSPORTE,0600,INTERSUBSECTORIAL TRANSPORTE,6,"FORTALECIMIENTO DE LA GESTIÓN INTERNA PARA LA ALINEACIÓN DE LA ESTRATEGIA TI CON LOS COMPONENTES MISIONALES, PARA CREAR UNA COMPETITIVIDAD ESTRATÉGICA EN LA UNIDAD ADMINISTRATIVA ESPECIAL DE AERONÁUTICA CIVIL A NIVEL  NACIONAL",51102D,5. CONVERGENCIA REGIONAL / D. INTEGRACIÓN DE TERRITORIOS BAJO EL PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y LA MULTIMODALIDAD,98450000000,37335600278,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2499,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR TRANSPORTE,0600,INTERSUBSECTORIAL TRANSPORTE,7,DESARROLLO DE PROCESOS DE CAPACITACIÓN Y ENTRENAMIENTO EN EL PUESTO DE TRABAJO ORIENTADOS A LOS SERVIDORES PÚBLICOS AL SERVICIO DE LA AEROCIVIL A NIVEL  NACIONAL,51102D,5. CONVERGENCIA REGIONAL / D. INTEGRACIÓN DE TERRITORIOS BAJO EL PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y LA MULTIMODALIDAD,2250000000,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,C,INVERSION,2499,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR TRANSPORTE,0600,INTERSUBSECTORIAL TRANSPORTE,8,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL Y SU TALENTO HUMANO NIVEL  NACIONAL,51102D,5. CONVERGENCIA REGIONAL / D. INTEGRACIÓN DE TERRITORIOS BAJO EL PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y LA MULTIMODALIDAD,43665539010,19302124077,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-13-00,AGENCIA NACIONAL DE INFRAESTRUCTURA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,CD,SALARIO,52733623992,3058704387,3058704387,3001929002
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-13-00,AGENCIA NACIONAL DE INFRAESTRUCTURA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,CD,CONTRIBUCIONES INHERENTES A LA NÓMINA,18396307560,0,0,0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-13-00,AGENCIA NACIONAL DE INFRAESTRUCTURA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,CD,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,6246386784,243103403,243103403,243103403
