Fuente de Financiación,Situación de Fondos,Recursos´Presupuestales,Codigo Sector,Nombre Sector,Codigo Entidad,Nombre Entidad,Código Nivel Uno Rubro,Nombre Nivel Uno Rubro,Código Nivel Dos Rubro,Nombre Niel Dos Rubro,Código Nivel Tres Rubro,Nombre Nivel Tres Rubro,Código Cuarto Nivel Rubro,Nombre Cuarto Nivel Rubro,Código Quinto Nivel Rubro,Nombre Quinto Nivel Rubro,Apropiación Vigente,Compromisos,Obligaciones,Pagos
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,C,INVERSION,2599,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR ORGANISMOS DE CONTROL,1000,INTERSUBSECTORIAL GOBIERNO,13,MODERNIZACIÓN TECNOLÓGICA PARA EL FORTALECIMIENTO DEL EJERCICIO DE LA VIGILANCIA Y CONTROL FISCAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA EN TODO EL TERRITORIO   NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,45727196496,22318195334,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,CD,SALARIO,4791000000,856750963,856750963,856750963
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,CD,CONTRIBUCIONES INHERENTES A LA NÓMINA,1462000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,CD,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,814000000,18854358,18854358,18854358
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,02,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,681220824,0,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,01,A ÓRGANOS DEL PGN,999,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,137000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),128000000,8274836,8274836,8274836
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,10,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,195000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,06,ADQUISICIÓN DE ACTIVOS FINANCIEROS,01,CONCESIÓN DE PRÉSTAMOS,04,A PERSONAS NATURALES,008,PRÉSTAMOS DIRECTOS LEY 106 DE 1933,10653000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,07,DISMINUCIÓN DE PASIVOS,01,CESANTÍAS,CD,CESANTÍAS,CD,CESANTÍAS,89734000000,1479217414,1479217414,1479217414
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",01,IMPUESTOS,CD,IMPUESTOS,CD,IMPUESTOS,67000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,CD,SALARIO,27872000000,1755717256,1755717256,1755717256
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,CD,CONTRIBUCIONES INHERENTES A LA NÓMINA,9971000000,713456640,713456640,713456640
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,CD,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,7199000000,386401244,386401244,386401244
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,02,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,5633673120,3150871255,373529161,373529161
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,02,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,02,A ORGANIZACIONES INTERNACIONALES,CD,A ORGANIZACIONES INTERNACIONALES,25000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,01,A ÓRGANOS DEL PGN,999,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,913000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),131000000,31451786,31451786,31451786
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",01,IMPUESTOS,CD,IMPUESTOS,CD,IMPUESTOS,35000000,27062323,27062323,27062323
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,C,INVERSION,2501,FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,1000,INTERSUBSECTORIAL GOBIERNO,10,CONSOLIDACIÓN DE LA GESTIÓN DEL CONOCIMIENTO PARA LA VIGILANCIA Y EL CONTROL FISCAL   NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,2500000000,2201000000,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,C,INVERSION,2501,FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,1000,INTERSUBSECTORIAL GOBIERNO,11,FORTALECIMIENTO DE LAS SINERGIAS QUE EXISTEN ENTRE EL CONTROL SOCIAL Y EL CONTROL FISCAL EN LA LUCHA CONTRA LA CORRUPCIÓN  NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,800000000,583000000,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,C,INVERSION,2501,FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,1000,INTERSUBSECTORIAL GOBIERNO,9,CONSOLIDACIÓN DE LA FUNCIÓN DE VIGILANCIA Y CONTROL FISCAL DE LA AGR PARA CONTRIBUIR CON EL FORTALECIMIENTO DEL SISTEMA DE CONTROL FISCAL EN COLOMBIA   NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,2800000000,1639298567,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,C,INVERSION,2599,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR ORGANISMOS DE CONTROL,1000,INTERSUBSECTORIAL GOBIERNO,1,FORTALECIMIENTO DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES PARA UN MEJOR CONTROL FISCAL.  NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4288264269,1649939448,0,0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,C,INVERSION,2599,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR ORGANISMOS DE CONTROL,1000,INTERSUBSECTORIAL GOBIERNO,2,FORTALECIMIENTO A LA CAPACIDAD INSTITUCIONAL DE LA AUDITORIA GENERAL DE LA REPÚBLICA A NIVEL   NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,800000000,571800000,0,0
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,CD,SALARIO,25399447483,1343801567,1338439889,1338439889
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,CD,CONTRIBUCIONES INHERENTES A LA NÓMINA,9096379946,575206329,575206329,575206329
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,CD,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,3784738379,127309926,127309926,127309926
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,02,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,6405131020,3776424105,46849674,46849674
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,01,A ÓRGANOS DEL PGN,999,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,0,0,0,0
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,001,MESADAS PENSIONALES (DE PENSIONES),405076000,27245687,27245687,27245687
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),89998000,11861854,11637609,11637609
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,10,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,135275521,0,0,0
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,05-01-01,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",01,IMPUESTOS,CD,IMPUESTOS,CD,IMPUESTOS,69602000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,38-01-00,COMISIÓN NACIONAL DEL SERVICIO CIVIL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,CD,SALARIO,6826256000,758499633,758499633,758499633
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,CD,SALARIO,205332000000,14111247909,14111247909,14111247909
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,CD,CONTRIBUCIONES INHERENTES A LA NÓMINA,70323000000,6847784880,6847784880,6847784880
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,CD,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,14571000000,292153075,292153075,292153075
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,04,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,CD,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,19934000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,02,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,111808746000,52984424410,766867617,694167617
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,02,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,02,A ORGANIZACIONES INTERNACIONALES,CD,A ORGANIZACIONES INTERNACIONALES,568200000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,04,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,073,"OPERACIÓN Y FUNCIONAMIENTO DEL CENTRO DE ALTOS ESTUDIOS LEGISLATIVOS JORGE AURELIO IRAGORRI HORMAZA (CAEL), CREADO POR EL ARTÍCULO 6° DE LA LEY 2165 DE 2021",10000000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),628000000,29922040,29922040,29922040
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,10,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,325000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",01,IMPUESTOS,CD,IMPUESTOS,CD,IMPUESTOS,537054000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,C,INVERSION,0199,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR CONGRESO DE LA REPÚBLICA,1000,INTERSUBSECTORIAL GOBIERNO,11,MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y OPORTUNIDAD EN LOS DESPLAZAMIENTOS DE LOS SERVIDORES PUBLICOS DEL SENADO DE LA REPUBLICA   NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,47756072147,46224000000,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,C,INVERSION,0199,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR CONGRESO DE LA REPÚBLICA,1000,INTERSUBSECTORIAL GOBIERNO,12,FORTALECIMIENTO Y MODERNIZACIÓN DE LOS SISTEMAS DE INFORMACIÓN Y DE LA INFRAESTRUCTURA TECNOLÓGICA DEL SENADO DE LA REPÚBLICA   NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4800591000,2707689478,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-01,SENADO DE LA REPUBLICA,C,INVERSION,0199,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR CONGRESO DE LA REPÚBLICA,1000,INTERSUBSECTORIAL GOBIERNO,13,AMPLIACIÓN Y ACTUALIZACIÓN DEL SISTEMA INTEGRADO DE SEGURIDAD DEL CONGRESO DE LA REPÚBLICA  NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,7878953000,7259638000,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,CD,SALARIO,252000000000,25767853677,25740955595,25709923693
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,CD,CONTRIBUCIONES INHERENTES A LA NÓMINA,103428000000,13803572718,13803572718,13803572718
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,CD,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,14178000000,1590149869,1547009741,1526789741
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,04,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,CD,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,75000000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,A,FUNCIONAMIENTO,02,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,251259614563,133080696237,664758439,664758439
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),55000000,20615033,20615033,20615033
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",01,IMPUESTOS,CD,IMPUESTOS,CD,IMPUESTOS,3953600,0,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",05,"MULTAS, SANCIONES E INTERESES DE MORA",CD,"MULTAS, SANCIONES E INTERESES DE MORA",CD,"MULTAS, SANCIONES E INTERESES DE MORA",43529619,0,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,C,INVERSION,0101,MEJORAMIENTO DE LA EFICIENCIA Y LA TRANSPARENCIA LEGISLATIVA,1000,INTERSUBSECTORIAL GOBIERNO,2,DESARROLLO DE ESTRATEGIAS DE PARTICIPACIÓN Y FORTALECIMIENTO DEL CONOCIMIENTO DE LA CIUDADANÍA SOBRE LA MISIONALIDAD DE LA CÁMARA DE REPRESENTANTES NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,20000000000,14000000000,0,0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,01-01-02,CAMARA DE REPRESENTANTES,C,INVERSION,0199,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR CONGRESO DE LA REPÚBLICA,1000,INTERSUBSECTORIAL GOBIERNO,7,MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y PROTECCION EN LOS DESPLAZAMIENTOS DE LOS SERVIDORES PUBLICOS DE LA CAMARA DE REPRESENTANTES NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,119564383853,99564383853,9524812502,9524812502
