Municipio,Estacion,Fecha,Diametro aerodinamico,Medicion
La Virginia,Cuenca Rio Risaralda,02/26/2009 12:00:00 AM,PM10,18.92
La Virginia,Cuenca Rio Risaralda,03/16/2009 12:00:00 AM,PM10,18.76
La Virginia,Cuenca Rio Risaralda,03/17/2009 12:00:00 AM,PM10,32.26
La Virginia,Cuenca Rio Risaralda,03/18/2009 12:00:00 AM,PM10,25.86
La Virginia,Cuenca Rio Risaralda,03/19/2009 12:00:00 AM,PM10,19.01
La Virginia,Cuenca Rio Risaralda,03/20/2009 12:00:00 AM,PM10,13.82
La Virginia,Cuenca Rio Risaralda,03/21/2009 12:00:00 AM,PM10,27.49
La Virginia,Cuenca Rio Risaralda,03/22/2009 12:00:00 AM,PM10,21.93
La Virginia,Cuenca Rio Risaralda,03/23/2009 12:00:00 AM,PM10,9.84
La Virginia,Cuenca Rio Risaralda,03/24/2009 12:00:00 AM,PM10,23.32
La Virginia,Cuenca Rio Risaralda,03/25/2009 12:00:00 AM,PM10,16.05
La Virginia,Cuenca Rio Risaralda,03/26/2009 12:00:00 AM,PM10,24.01
La Virginia,Cuenca Rio Risaralda,03/27/2009 12:00:00 AM,PM10,21.47
La Virginia,Cuenca Rio Risaralda,03/28/2009 12:00:00 AM,PM10,22.93
La Virginia,Cuenca Rio Risaralda,03/29/2009 12:00:00 AM,PM10,17.76
La Virginia,Cuenca Rio Risaralda,03/30/2009 12:00:00 AM,PM10,25.7
La Virginia,Cuenca Rio Risaralda,03/31/2009 12:00:00 AM,PM10,13.28
La Virginia,Cuenca Rio Risaralda,04/01/2009 12:00:00 AM,PM10,25.94
La Virginia,Cuenca Rio Risaralda,04/02/2009 12:00:00 AM,PM10,33.39
La Virginia,Cuenca Rio Risaralda,04/03/2009 12:00:00 AM,PM10,26.61
La Virginia,Cuenca Rio Risaralda,04/04/2009 12:00:00 AM,PM10,29.15
La Virginia,Cuenca Rio Risaralda,04/05/2009 12:00:00 AM,PM10,26.09
La Virginia,Cuenca Rio Risaralda,04/06/2009 12:00:00 AM,PM10,31.88
La Virginia,Cuenca Rio Risaralda,04/07/2009 12:00:00 AM,PM10,24.53
La Virginia,Cuenca Rio Risaralda,04/08/2009 12:00:00 AM,PM10,17.22
La Virginia,Cuenca Rio Risaralda,04/09/2009 12:00:00 AM,PM10,28.98
La Virginia,Cuenca Rio Risaralda,04/10/2009 12:00:00 AM,PM10,26.68
La Virginia,Cuenca Rio Risaralda,04/11/2009 12:00:00 AM,PM10,31.65
La Virginia,Cuenca Rio Risaralda,04/12/2009 12:00:00 AM,PM10,21.01
La Virginia,Cuenca Rio Risaralda,04/13/2009 12:00:00 AM,PM10,25.52
La Virginia,Cuenca Rio Risaralda,04/14/2009 12:00:00 AM,PM10,26.72
La Virginia,Cuenca Rio Risaralda,04/15/2009 12:00:00 AM,PM10,27.52
La Virginia,Cuenca Rio Risaralda,04/16/2009 12:00:00 AM,PM10,33.22
La Virginia,Cuenca Rio Risaralda,04/17/2009 12:00:00 AM,PM10,23.51
La Virginia,Cuenca Rio Risaralda,04/18/2009 12:00:00 AM,PM10,38.59
La Virginia,Cuenca Rio Risaralda,04/19/2009 12:00:00 AM,PM10,26.8
Pereira,Centro,01/08/2013 12:00:00 AM,PM2.5,9.52
La Virginia,Cuenca Rio Risaralda,04/20/2009 12:00:00 AM,PM10,25.22
La Virginia,Cuenca Rio Risaralda,04/21/2009 12:00:00 AM,PM10,10.67
La Virginia,Cuenca Rio Risaralda,04/22/2009 12:00:00 AM,PM10,31.71
La Virginia,Cuenca Rio Risaralda,04/23/2009 12:00:00 AM,PM10,35.43
La Virginia,Cuenca Rio Risaralda,04/24/2009 12:00:00 AM,PM10,33.74
La Virginia,Cuenca Rio Risaralda,04/25/2009 12:00:00 AM,PM10,36.2
La Virginia,Cuenca Rio Risaralda,04/26/2009 12:00:00 AM,PM10,20.56
La Virginia,Cuenca Rio Risaralda,04/27/2009 12:00:00 AM,PM10,19.95
La Virginia,Cuenca Rio Risaralda,04/28/2009 12:00:00 AM,PM10,26.66
La Virginia,Cuenca Rio Risaralda,04/29/2009 12:00:00 AM,PM10,22.78
La Virginia,Cuenca Rio Risaralda,04/30/2009 12:00:00 AM,PM10,22.47
La Virginia,Cuenca Rio Risaralda,05/01/2009 12:00:00 AM,PM10,29.7
La Virginia,Cuenca Rio Risaralda,05/02/2009 12:00:00 AM,PM10,25.21
La Virginia,Cuenca Rio Risaralda,05/03/2009 12:00:00 AM,PM10,21.86
La Virginia,Cuenca Rio Risaralda,05/04/2009 12:00:00 AM,PM10,22.78
La Virginia,Cuenca Rio Risaralda,05/05/2009 12:00:00 AM,PM10,38.68
La Virginia,Cuenca Rio Risaralda,05/06/2009 12:00:00 AM,PM10,23.54
La Virginia,Cuenca Rio Risaralda,05/07/2009 12:00:00 AM,PM10,13.26
La Virginia,Cuenca Rio Risaralda,05/08/2009 12:00:00 AM,PM10,24.78
La Virginia,Cuenca Rio Risaralda,05/09/2009 12:00:00 AM,PM10,33.27
La Virginia,Cuenca Rio Risaralda,05/10/2009 12:00:00 AM,PM10,15.56
La Virginia,Cuenca Rio Risaralda,05/11/2009 12:00:00 AM,PM10,27.45
La Virginia,Cuenca Rio Risaralda,05/12/2009 12:00:00 AM,PM10,20.94
La Virginia,Cuenca Rio Risaralda,05/13/2009 12:00:00 AM,PM10,21.5
La Virginia,Cuenca Rio Risaralda,05/14/2009 12:00:00 AM,PM10,18.46
La Virginia,Cuenca Rio Risaralda,05/15/2009 12:00:00 AM,PM10,13.84
La Virginia,Cuenca Rio Risaralda,05/16/2009 12:00:00 AM,PM10,29.08
La Virginia,Cuenca Rio Risaralda,05/17/2009 12:00:00 AM,PM10,11.67
La Virginia,Cuenca Rio Risaralda,05/18/2009 12:00:00 AM,PM10,30.58
La Virginia,Cuenca Rio Risaralda,05/19/2009 12:00:00 AM,PM10,32.47
La Virginia,Cuenca Rio Risaralda,05/20/2009 12:00:00 AM,PM10,33.01
La Virginia,Cuenca Rio Risaralda,05/21/2009 12:00:00 AM,PM10,40.07
La Virginia,Cuenca Rio Risaralda,05/22/2009 12:00:00 AM,PM10,19.51
La Virginia,Cuenca Rio Risaralda,05/23/2009 12:00:00 AM,PM10,22.06
La Virginia,Cuenca Rio Risaralda,05/24/2009 12:00:00 AM,PM10,26.41
La Virginia,Cuenca Rio Risaralda,05/25/2009 12:00:00 AM,PM10,22.24
La Virginia,Cuenca Rio Risaralda,05/26/2009 12:00:00 AM,PM10,31.44
La Virginia,Cuenca Rio Risaralda,05/27/2009 12:00:00 AM,PM10,40.08
La Virginia,Cuenca Rio Risaralda,05/28/2009 12:00:00 AM,PM10,23.16
La Virginia,Cuenca Rio Risaralda,05/29/2009 12:00:00 AM,PM10,28.39
La Virginia,Cuenca Rio Risaralda,05/30/2009 12:00:00 AM,PM10,21.35
La Virginia,Cuenca Rio Risaralda,05/31/2009 12:00:00 AM,PM10,18.3
La Virginia,Cuenca Rio Risaralda,06/01/2009 12:00:00 AM,PM10,16.4
La Virginia,Cuenca Rio Risaralda,06/02/2009 12:00:00 AM,PM10,35.86
La Virginia,Cuenca Rio Risaralda,06/03/2009 12:00:00 AM,PM10,24.06
La Virginia,Cuenca Rio Risaralda,06/04/2009 12:00:00 AM,PM10,35.32
La Virginia,Cuenca Rio Risaralda,06/05/2009 12:00:00 AM,PM10,15.24
La Virginia,Cuenca Rio Risaralda,06/06/2009 12:00:00 AM,PM10,33.27
La Virginia,Cuenca Rio Risaralda,06/07/2009 12:00:00 AM,PM10,27.68
La Virginia,Cuenca Rio Risaralda,06/08/2009 12:00:00 AM,PM10,31.58
La Virginia,Cuenca Rio Risaralda,06/09/2009 12:00:00 AM,PM10,34.42
La Virginia,Cuenca Rio Risaralda,06/10/2009 12:00:00 AM,PM10,23.63
La Virginia,Cuenca Rio Risaralda,06/11/2009 12:00:00 AM,PM10,31.85
La Virginia,Cuenca Rio Risaralda,06/12/2009 12:00:00 AM,PM10,34.99
La Virginia,Cuenca Rio Risaralda,06/13/2009 12:00:00 AM,PM10,22.42
La Virginia,Cuenca Rio Risaralda,04/20/2010 12:00:00 AM,PM10,34.7
La Virginia,Cuenca Rio Risaralda,04/21/2010 12:00:00 AM,PM10,33.92
La Virginia,Cuenca Rio Risaralda,04/23/2010 12:00:00 AM,PM10,31.69
La Virginia,Cuenca Rio Risaralda,04/24/2010 12:00:00 AM,PM10,32.12
La Virginia,Cuenca Rio Risaralda,04/25/2010 12:00:00 AM,PM10,17.6
La Virginia,Cuenca Rio Risaralda,04/26/2010 12:00:00 AM,PM10,19.69
La Virginia,Cuenca Rio Risaralda,04/27/2010 12:00:00 AM,PM10,21.07
La Virginia,Cuenca Rio Risaralda,04/28/2010 12:00:00 AM,PM10,14.44
La Virginia,Cuenca Rio Risaralda,04/29/2010 12:00:00 AM,PM10,22
La Virginia,Cuenca Rio Risaralda,04/30/2010 12:00:00 AM,PM10,34.21
Pereira,Centro,01/10/2013 12:00:00 AM,PM2.5,5.71
La Virginia,Cuenca Rio Risaralda,05/01/2010 12:00:00 AM,PM10,19.62
La Virginia,Cuenca Rio Risaralda,05/02/2010 12:00:00 AM,PM10,13.31
La Virginia,Cuenca Rio Risaralda,05/03/2010 12:00:00 AM,PM10,11.97
La Virginia,Cuenca Rio Risaralda,05/04/2010 12:00:00 AM,PM10,28.76
La Virginia,Cuenca Rio Risaralda,05/05/2010 12:00:00 AM,PM10,20.41
La Virginia,Cuenca Rio Risaralda,05/06/2010 12:00:00 AM,PM10,29.88
La Virginia,Cuenca Rio Risaralda,06/01/2010 12:00:00 AM,PM10,38.62
La Virginia,Cuenca Rio Risaralda,06/03/2010 12:00:00 AM,PM10,22.72
La Virginia,Cuenca Rio Risaralda,06/05/2010 12:00:00 AM,PM10,35.13
La Virginia,Cuenca Rio Risaralda,06/07/2010 12:00:00 AM,PM10,32.88
La Virginia,Cuenca Rio Risaralda,06/09/2010 12:00:00 AM,PM10,30.76
La Virginia,Cuenca Rio Risaralda,06/11/2010 12:00:00 AM,PM10,28.91
La Virginia,Cuenca Rio Risaralda,06/13/2010 12:00:00 AM,PM10,34.64
La Virginia,Cuenca Rio Risaralda,06/15/2010 12:00:00 AM,PM10,23.95
La Virginia,Cuenca Rio Risaralda,06/17/2010 12:00:00 AM,PM10,19.28
La Virginia,Cuenca Rio Risaralda,06/19/2010 12:00:00 AM,PM10,25
La Virginia,Cuenca Rio Risaralda,06/21/2010 12:00:00 AM,PM10,29.66
La Virginia,Cuenca Rio Risaralda,06/23/2010 12:00:00 AM,PM10,23.89
La Virginia,Cuenca Rio Risaralda,06/25/2010 12:00:00 AM,PM10,18.28
La Virginia,Cuenca Rio Risaralda,06/27/2010 12:00:00 AM,PM10,28.68
La Virginia,Cuenca Rio Risaralda,06/29/2010 12:00:00 AM,PM10,36.26
La Virginia,Cuenca Rio Risaralda,06/30/2010 12:00:00 AM,PM10,52.63
La Virginia,Cuenca Rio Risaralda,08/15/2010 12:00:00 AM,PM10,45.54
La Virginia,Cuenca Rio Risaralda,08/16/2010 12:00:00 AM,PM10,11.43
La Virginia,Cuenca Rio Risaralda,08/17/2010 12:00:00 AM,PM10,29.84
La Virginia,Cuenca Rio Risaralda,08/18/2010 12:00:00 AM,PM10,8.4
La Virginia,Cuenca Rio Risaralda,08/19/2010 12:00:00 AM,PM10,13.95
La Virginia,Cuenca Rio Risaralda,08/20/2010 12:00:00 AM,PM10,8.85
La Virginia,Cuenca Rio Risaralda,08/21/2010 12:00:00 AM,PM10,22.98
La Virginia,Cuenca Rio Risaralda,08/22/2010 12:00:00 AM,PM10,37.04
La Virginia,Cuenca Rio Risaralda,08/23/2010 12:00:00 AM,PM10,34.14
La Virginia,Cuenca Rio Risaralda,08/24/2010 12:00:00 AM,PM10,20.74
La Virginia,Cuenca Rio Risaralda,08/25/2010 12:00:00 AM,PM10,29.01
La Virginia,Cuenca Rio Risaralda,08/26/2010 12:00:00 AM,PM10,6.96
La Virginia,Cuenca Rio Risaralda,08/27/2010 12:00:00 AM,PM10,10.94
La Virginia,Cuenca Rio Risaralda,08/28/2010 12:00:00 AM,PM10,23.24
La Virginia,Cuenca Rio Risaralda,08/29/2010 12:00:00 AM,PM10,28.19
La Virginia,Cuenca Rio Risaralda,08/30/2010 12:00:00 AM,PM10,25.28
La Virginia,Cuenca Rio Risaralda,08/31/2010 12:00:00 AM,PM10,14.02
La Virginia,Cuenca Rio Risaralda,09/01/2010 12:00:00 AM,PM10,4.88
La Virginia,Cuenca Rio Risaralda,09/02/2010 12:00:00 AM,PM10,13.52
La Virginia,Cuenca Rio Risaralda,09/03/2010 12:00:00 AM,PM10,22.86
La Virginia,Cuenca Rio Risaralda,09/04/2010 12:00:00 AM,PM10,28.22
La Virginia,Cuenca Rio Risaralda,09/05/2010 12:00:00 AM,PM10,17.25
La Virginia,Cuenca Rio Risaralda,09/06/2010 12:00:00 AM,PM10,26.27
La Virginia,Cuenca Rio Risaralda,09/07/2010 12:00:00 AM,PM10,21.18
La Virginia,Cuenca Rio Risaralda,09/08/2010 12:00:00 AM,PM10,7.1
La Virginia,Cuenca Rio Risaralda,09/09/2010 12:00:00 AM,PM10,29.26
La Virginia,Cuenca Rio Risaralda,09/10/2010 12:00:00 AM,PM10,35.74
La Virginia,Cuenca Rio Risaralda,09/11/2010 12:00:00 AM,PM10,37.99
La Virginia,Cuenca Rio Risaralda,09/12/2010 12:00:00 AM,PM10,43.66
La Virginia,Cuenca Rio Risaralda,09/13/2010 12:00:00 AM,PM10,21.51
La Virginia,Cuenca Rio Risaralda,09/14/2010 12:00:00 AM,PM10,39.76
La Virginia,Cuenca Rio Risaralda,09/15/2010 12:00:00 AM,PM10,22.14
La Virginia,Cuenca Rio Risaralda,09/16/2010 12:00:00 AM,PM10,17.51
La Virginia,Cuenca Rio Risaralda,09/17/2010 12:00:00 AM,PM10,25.64
La Virginia,Cuenca Rio Risaralda,09/18/2010 12:00:00 AM,PM10,34.74
La Virginia,Cuenca Rio Risaralda,09/19/2010 12:00:00 AM,PM10,36.67
La Virginia,Cuenca Rio Risaralda,09/20/2010 12:00:00 AM,PM10,18.48
La Virginia,Cuenca Rio Risaralda,09/21/2010 12:00:00 AM,PM10,39.53
La Virginia,Cuenca Rio Risaralda,09/22/2010 12:00:00 AM,PM10,28.51
La Virginia,Cuenca Rio Risaralda,09/23/2010 12:00:00 AM,PM10,11.37
La Virginia,Cuenca Rio Risaralda,09/24/2010 12:00:00 AM,PM10,27.18
La Virginia,Cuenca Rio Risaralda,09/25/2010 12:00:00 AM,PM10,35.97
La Virginia,Cuenca Rio Risaralda,09/26/2010 12:00:00 AM,PM10,27.07
Pereira,Centro,01/12/2013 12:00:00 AM,PM2.5,8.57
La Virginia,Cuenca Rio Risaralda,01/03/2011 12:00:00 AM,PM10,14.76
La Virginia,Cuenca Rio Risaralda,01/09/2011 12:00:00 AM,PM10,18.4
La Virginia,Cuenca Rio Risaralda,01/15/2011 12:00:00 AM,PM10,27.82
La Virginia,Cuenca Rio Risaralda,01/21/2011 12:00:00 AM,PM10,21.91
La Virginia,Cuenca Rio Risaralda,01/27/2011 12:00:00 AM,PM10,19.39
La Virginia,Cuenca Rio Risaralda,02/02/2011 12:00:00 AM,PM10,21.13
La Virginia,Cuenca Rio Risaralda,02/08/2011 12:00:00 AM,PM10,14.62
La Virginia,Cuenca Rio Risaralda,02/14/2011 12:00:00 AM,PM10,27.78
La Virginia,Cuenca Rio Risaralda,02/20/2011 12:00:00 AM,PM10,34.15
La Virginia,Cuenca Rio Risaralda,02/26/2011 12:00:00 AM,PM10,27.62
La Virginia,Cuenca Rio Risaralda,03/04/2011 12:00:00 AM,PM10,29.03
La Virginia,Cuenca Rio Risaralda,03/10/2011 12:00:00 AM,PM10,15.63
La Virginia,Cuenca Rio Risaralda,03/16/2011 12:00:00 AM,PM10,22.62
La Virginia,Cuenca Rio Risaralda,03/22/2011 12:00:00 AM,PM10,19.63
La Virginia,Cuenca Rio Risaralda,03/28/2011 12:00:00 AM,PM10,20.63
La Virginia,Cuenca Rio Risaralda,04/03/2011 12:00:00 AM,PM10,26.03
La Virginia,Cuenca Rio Risaralda,04/09/2011 12:00:00 AM,PM10,13.89
La Virginia,Cuenca Rio Risaralda,04/15/2011 12:00:00 AM,PM10,21.13
La Virginia,Cuenca Rio Risaralda,04/21/2011 12:00:00 AM,PM10,17.57
La Virginia,Cuenca Rio Risaralda,04/27/2011 12:00:00 AM,PM10,7.33
La Virginia,Cuenca Rio Risaralda,05/03/2011 12:00:00 AM,PM10,26.58
La Virginia,Cuenca Rio Risaralda,05/09/2011 12:00:00 AM,PM10,14.32
La Virginia,Cuenca Rio Risaralda,05/15/2011 12:00:00 AM,PM10,20.63
La Virginia,Cuenca Rio Risaralda,05/21/2011 12:00:00 AM,PM10,17.91
La Virginia,Cuenca Rio Risaralda,05/27/2011 12:00:00 AM,PM10,18.99
La Virginia,Cuenca Rio Risaralda,06/02/2011 12:00:00 AM,PM10,5.25
La Virginia,Cuenca Rio Risaralda,06/08/2011 12:00:00 AM,PM10,27.31
La Virginia,Cuenca Rio Risaralda,06/14/2011 12:00:00 AM,PM10,10.37
La Virginia,Cuenca Rio Risaralda,06/20/2011 12:00:00 AM,PM10,38.79
La Virginia,Cuenca Rio Risaralda,06/26/2011 12:00:00 AM,PM10,14.87
La Virginia,Cuenca Rio Risaralda,07/02/2011 12:00:00 AM,PM10,14.34
La Virginia,Cuenca Rio Risaralda,07/08/2011 12:00:00 AM,PM10,35.6
La Virginia,Cuenca Rio Risaralda,07/14/2011 12:00:00 AM,PM10,23.62
La Virginia,Cuenca Rio Risaralda,07/20/2011 12:00:00 AM,PM10,42.5
La Virginia,Cuenca Rio Risaralda,07/26/2011 12:00:00 AM,PM10,43.97
La Virginia,Cuenca Rio Risaralda,08/01/2011 12:00:00 AM,PM10,44.08
La Virginia,Cuenca Rio Risaralda,08/07/2011 12:00:00 AM,PM10,23.69
La Virginia,Cuenca Rio Risaralda,08/13/2011 12:00:00 AM,PM10,20.58
La Virginia,Cuenca Rio Risaralda,08/19/2011 12:00:00 AM,PM10,30.38
La Virginia,Cuenca Rio Risaralda,08/25/2011 12:00:00 AM,PM10,29.15
La Virginia,Cuenca Rio Risaralda,08/31/2011 12:00:00 AM,PM10,35.27
La Virginia,Cuenca Rio Risaralda,09/06/2011 12:00:00 AM,PM10,31.7
La Virginia,Cuenca Rio Risaralda,09/12/2011 12:00:00 AM,PM10,14.17
La Virginia,Cuenca Rio Risaralda,09/18/2011 12:00:00 AM,PM10,23.47
La Virginia,Cuenca Rio Risaralda,09/24/2011 12:00:00 AM,PM10,36.42
La Virginia,Cuenca Rio Risaralda,09/30/2011 12:00:00 AM,PM10,28.77
La Virginia,Cuenca Rio Risaralda,10/06/2011 12:00:00 AM,PM10,7.25
La Virginia,Cuenca Rio Risaralda,10/12/2011 12:00:00 AM,PM10,14.79
La Virginia,Cuenca Rio Risaralda,10/18/2011 12:00:00 AM,PM10,31.35
La Virginia,Cuenca Rio Risaralda,10/24/2011 12:00:00 AM,PM10,17.37
La Virginia,Cuenca Rio Risaralda,10/30/2011 12:00:00 AM,PM10,18.38
La Virginia,Cuenca Rio Risaralda,11/05/2011 12:00:00 AM,PM10,7.69
La Virginia,Cuenca Rio Risaralda,11/11/2011 12:00:00 AM,PM10,12.69
La Virginia,Cuenca Rio Risaralda,11/17/2011 12:00:00 AM,PM10,18.53
La Virginia,Cuenca Rio Risaralda,11/23/2011 12:00:00 AM,PM10,20.72
La Virginia,Cuenca Rio Risaralda,11/29/2011 12:00:00 AM,PM10,8.92
La Virginia,Cuenca Rio Risaralda,12/05/2011 12:00:00 AM,PM10,13.84
La Virginia,Cuenca Rio Risaralda,12/11/2011 12:00:00 AM,PM10,12.94
La Virginia,Cuenca Rio Risaralda,12/17/2011 12:00:00 AM,PM10,21.34
La Virginia,Cuenca Rio Risaralda,12/23/2011 12:00:00 AM,PM10,5.21
La Virginia,Cuenca Rio Risaralda,02/20/2012 12:00:00 AM,PM10,20.11
La Virginia,Cuenca Rio Risaralda,02/26/2012 12:00:00 AM,PM10,24.18
La Virginia,Cuenca Rio Risaralda,03/03/2012 12:00:00 AM,PM10,17.36
La Virginia,Cuenca Rio Risaralda,03/09/2012 12:00:00 AM,PM10,12.74
La Virginia,Cuenca Rio Risaralda,03/15/2012 12:00:00 AM,PM10,18.34
Pereira,Centro,01/14/2013 12:00:00 AM,PM2.5,21.9
La Virginia,Cuenca Rio Risaralda,03/21/2012 12:00:00 AM,PM10,19.81
La Virginia,Cuenca Rio Risaralda,03/27/2012 12:00:00 AM,PM10,15.45
La Virginia,Cuenca Rio Risaralda,04/02/2012 12:00:00 AM,PM10,24.37
La Virginia,Cuenca Rio Risaralda,04/08/2012 12:00:00 AM,PM10,4.92
La Virginia,Cuenca Rio Risaralda,04/14/2012 12:00:00 AM,PM10,11.34
La Virginia,Cuenca Rio Risaralda,04/20/2012 12:00:00 AM,PM10,19.09
La Virginia,Cuenca Rio Risaralda,04/26/2012 12:00:00 AM,PM10,8.96
La Virginia,Cuenca Rio Risaralda,05/02/2012 12:00:00 AM,PM10,10.42
La Virginia,Cuenca Rio Risaralda,05/08/2012 12:00:00 AM,PM10,11.08
La Virginia,Cuenca Rio Risaralda,05/14/2012 12:00:00 AM,PM10,8.97
La Virginia,Cuenca Rio Risaralda,05/20/2012 12:00:00 AM,PM10,18.98
La Virginia,Cuenca Rio Risaralda,05/26/2012 12:00:00 AM,PM10,20.43
La Virginia,Cuenca Rio Risaralda,06/01/2012 12:00:00 AM,PM10,15
La Virginia,Cuenca Rio Risaralda,06/07/2012 12:00:00 AM,PM10,13.83
La Virginia,Cuenca Rio Risaralda,06/13/2012 12:00:00 AM,PM10,11.69
La Virginia,Cuenca Rio Risaralda,06/19/2012 12:00:00 AM,PM10,22.84
La Virginia,Cuenca Rio Risaralda,06/25/2012 12:00:00 AM,PM10,27.18
La Virginia,Cuenca Rio Risaralda,07/01/2012 12:00:00 AM,PM10,22.49
La Virginia,Cuenca Rio Risaralda,07/07/2012 12:00:00 AM,PM10,20.44
La Virginia,Cuenca Rio Risaralda,07/13/2012 12:00:00 AM,PM10,26.83
La Virginia,Cuenca Rio Risaralda,07/19/2012 12:00:00 AM,PM10,25.51
La Virginia,Cuenca Rio Risaralda,07/25/2012 12:00:00 AM,PM10,27.56
La Virginia,Cuenca Rio Risaralda,07/31/2012 12:00:00 AM,PM10,16.43
La Virginia,Cuenca Rio Risaralda,08/06/2012 12:00:00 AM,PM10,20.63
La Virginia,Cuenca Rio Risaralda,08/12/2012 12:00:00 AM,PM10,16.46
La Virginia,Cuenca Rio Risaralda,08/18/2012 12:00:00 AM,PM10,18.64
La Virginia,Cuenca Rio Risaralda,08/24/2012 12:00:00 AM,PM10,34.02
La Virginia,Cuenca Rio Risaralda,08/30/2012 12:00:00 AM,PM10,42.99
La Virginia,Cuenca Rio Risaralda,09/05/2012 12:00:00 AM,PM10,16.05
La Virginia,Cuenca Rio Risaralda,09/11/2012 12:00:00 AM,PM10,11.23
La Virginia,Cuenca Rio Risaralda,09/17/2012 12:00:00 AM,PM10,28.34
La Virginia,Cuenca Rio Risaralda,09/21/2012 12:00:00 AM,PM10,22.59
La Virginia,Cuenca Rio Risaralda,09/23/2012 12:00:00 AM,PM10,11.24
La Virginia,Cuenca Rio Risaralda,09/28/2012 12:00:00 AM,PM10,17.18
La Virginia,Cuenca Rio Risaralda,10/04/2012 12:00:00 AM,PM10,24.28
La Virginia,Cuenca Rio Risaralda,10/10/2012 12:00:00 AM,PM10,9.89
La Virginia,Cuenca Rio Risaralda,10/16/2012 12:00:00 AM,PM10,24.19
La Virginia,Cuenca Rio Risaralda,10/22/2012 12:00:00 AM,PM10,16.62
La Virginia,Cuenca Rio Risaralda,10/28/2012 12:00:00 AM,PM10,46.47
La Virginia,Cuenca Rio Risaralda,11/03/2012 12:00:00 AM,PM10,35
La Virginia,Cuenca Rio Risaralda,11/09/2012 12:00:00 AM,PM10,46
La Virginia,Cuenca Rio Risaralda,11/15/2012 12:00:00 AM,PM10,40
La Virginia,Cuenca Rio Risaralda,11/21/2012 12:00:00 AM,PM10,26
La Virginia,Cuenca Rio Risaralda,11/27/2012 12:00:00 AM,PM10,23
La Virginia,Cuenca Rio Risaralda,12/03/2012 12:00:00 AM,PM10,28
La Virginia,Cuenca Rio Risaralda,12/09/2012 12:00:00 AM,PM10,32
La Virginia,Cuenca Rio Risaralda,12/15/2012 12:00:00 AM,PM10,36
La Virginia,Cuenca Rio Risaralda,12/21/2012 12:00:00 AM,PM10,25
La Virginia,Cuenca Rio Risaralda,12/27/2012 12:00:00 AM,PM10,32
La Virginia,Cuenca Rio Risaralda,01/02/2013 12:00:00 AM,PM10,24.23
La Virginia,Cuenca Rio Risaralda,01/08/2013 12:00:00 AM,PM10,17.95
La Virginia,Cuenca Rio Risaralda,01/14/2013 12:00:00 AM,PM10,19.13
La Virginia,Cuenca Rio Risaralda,01/20/2013 12:00:00 AM,PM10,20.87
La Virginia,Cuenca Rio Risaralda,01/26/2013 12:00:00 AM,PM10,29.87
La Virginia,Cuenca Rio Risaralda,02/01/2013 12:00:00 AM,PM10,23.36
La Virginia,Cuenca Rio Risaralda,05/16/2013 12:00:00 AM,PM10,24.87
La Virginia,Cuenca Rio Risaralda,05/19/2013 12:00:00 AM,PM10,15.61
La Virginia,Cuenca Rio Risaralda,05/22/2013 12:00:00 AM,PM10,20.97
La Virginia,Cuenca Rio Risaralda,05/26/2013 12:00:00 AM,PM10,27.38
La Virginia,Cuenca Rio Risaralda,05/28/2013 12:00:00 AM,PM10,33.15
La Virginia,Cuenca Rio Risaralda,06/03/2013 12:00:00 AM,PM10,36.02
La Virginia,Cuenca Rio Risaralda,06/09/2013 12:00:00 AM,PM10,43.52
La Virginia,Cuenca Rio Risaralda,06/15/2013 12:00:00 AM,PM10,26.88
La Virginia,Cuenca Rio Risaralda,06/21/2013 12:00:00 AM,PM10,24.2
La Virginia,Cuenca Rio Risaralda,06/27/2013 12:00:00 AM,PM10,32.58
Pereira,Centro,01/16/2013 12:00:00 AM,PM2.5,7.14
La Virginia,Cuenca Rio Risaralda,07/03/2013 12:00:00 AM,PM10,23.09
La Virginia,Cuenca Rio Risaralda,07/09/2013 12:00:00 AM,PM10,30.39
La Virginia,Cuenca Rio Risaralda,07/15/2013 12:00:00 AM,PM10,39.49
La Virginia,Cuenca Rio Risaralda,07/21/2013 12:00:00 AM,PM10,32.7
La Virginia,Cuenca Rio Risaralda,07/27/2013 12:00:00 AM,PM10,43.09
La Virginia,Cuenca Rio Risaralda,07/15/2015 12:00:00 AM,PM10,15.4
La Virginia,Cuenca Rio Risaralda,07/16/2015 12:00:00 AM,PM10,22.49
La Virginia,Cuenca Rio Risaralda,07/17/2015 12:00:00 AM,PM10,22.48
La Virginia,Cuenca Rio Risaralda,07/18/2015 12:00:00 AM,PM10,20.81
La Virginia,Cuenca Rio Risaralda,07/19/2015 12:00:00 AM,PM10,13.51
La Virginia,Cuenca Rio Risaralda,07/20/2015 12:00:00 AM,PM10,15.87
La Virginia,Cuenca Rio Risaralda,07/21/2015 12:00:00 AM,PM10,12.41
La Virginia,Cuenca Rio Risaralda,07/22/2015 12:00:00 AM,PM10,20.77
La Virginia,Cuenca Rio Risaralda,07/26/2015 12:00:00 AM,PM10,27.71
La Virginia,Cuenca Rio Risaralda,07/27/2015 12:00:00 AM,PM10,31.77
La Virginia,Cuenca Rio Risaralda,07/28/2015 12:00:00 AM,PM10,27.45
La Virginia,Cuenca Rio Risaralda,07/29/2015 12:00:00 AM,PM10,24.73
La Virginia,Cuenca Rio Risaralda,07/30/2015 12:00:00 AM,PM10,27.92
